payment_id,customer_id,amount,payment_method,timestamp
216,309972,787.11,Debit Card,5/9/2024 1:48
217,291014,610.22,Bank Transfer,9/23/2023 4:12
218,3166,391.96,Bank Transfer,12/17/2023 12:34
219,193835,984.74,PayPal,4/1/2024 3:58
220,718989,456.5,PayPal,1/5/2024 1:18
221,188792,412.31,PayPal,1/25/2024 0:18
222,624234,855.64,Bank Transfer,4/11/2024 21:51
223,87592,807.68,Bank Transfer,8/13/2023 4:14
224,629248,270.14,Debit Card,9/8/2023 13:14
225,489407,340.21,Bank Transfer,9/14/2023 17:34
226,675878,885.17,Credit Card,11/7/2023 4:11
227,812819,838.84,Credit Card,10/6/2023 13:05
228,472630,794.94,Credit Card,5/30/2024 22:38
229,119373,643.49,PayPal,7/1/2024 13:45
230,23422,694.63,Bank Transfer,2/11/2024 14:41
231,785328,763.24,PayPal,12/4/2023 17:21
232,16073,840.94,PayPal,12/30/2023 0:40
233,639632,856.4,PayPal,2/15/2024 11:56
234,685547,462.59,Credit Card,3/10/2024 11:55
235,93976,921.58,Bank Transfer,11/21/2023 9:25
236,268627,421.21,Credit Card,9/14/2023 6:30
237,14300,313.76,Credit Card,6/8/2024 9:19
238,583191,90.96,PayPal,6/12/2024 4:04
239,938505,319.34,Bank Transfer,5/5/2024 15:37
240,789004,647.22,Bank Transfer,4/1/2024 19:45
241,740139,952.75,Debit Card,3/3/2024 5:54
242,319845,754.84,PayPal,10/26/2023 0:48
243,881611,947.37,Bank Transfer,3/17/2024 21:03
244,143851,589.58,Bank Transfer,8/12/2023 15:48
245,791273,64.89,Bank Transfer,5/29/2024 18:17
246,502449,366.05,Credit Card,3/20/2024 17:32
247,211974,925.36,Debit Card,4/18/2024 17:08
248,224516,960.95,PayPal,10/16/2023 10:01
249,640459,359.85,PayPal,8/28/2023 19:45
250,800382,926.99,Bank Transfer,2/10/2024 13:29
251,836688,930.56,Credit Card,6/23/2024 21:42
252,170781,888.45,PayPal,9/21/2023 15:22
253,743159,135.8,Debit Card,8/30/2023 2:42
254,303680,133.42,Debit Card,3/9/2024 8:18
255,761096,73.56,Credit Card,3/19/2024 15:25
256,432571,732.98,Debit Card,4/22/2024 14:18
257,619123,572.24,Debit Card,1/14/2024 16:02
258,167509,358.53,Debit Card,10/24/2023 0:14
259,512629,982.38,Debit Card,12/11/2023 10:53
260,281629,833.03,Credit Card,2/18/2024 7:39
261,589952,278.38,Bank Transfer,9/4/2023 21:18
262,119842,139.07,PayPal,9/21/2023 11:12
263,907320,885.71,Bank Transfer,6/26/2024 12:32
264,964568,628.7,Bank Transfer,8/23/2023 4:55
265,118072,579.68,PayPal,2/20/2024 16:26
266,184698,610.12,PayPal,1/18/2024 6:38
267,783888,457.73,Credit Card,2/16/2024 9:20
268,490935,397.73,Debit Card,4/22/2024 6:27
269,316053,400.51,Bank Transfer,11/22/2023 17:26
270,191773,975.68,Credit Card,2/26/2024 17:24
271,297430,306.36,PayPal,7/15/2024 5:02
272,937430,53.31,Debit Card,2/14/2024 17:09
273,828215,74.63,PayPal,8/29/2023 4:05
274,733664,520.71,Bank Transfer,7/16/2024 14:37
275,331599,618.52,Credit Card,3/6/2024 19:38
276,809803,713.73,Credit Card,10/10/2023 7:05
277,783120,620.95,Debit Card,9/4/2023 10:31
278,348824,882.91,Bank Transfer,12/17/2023 14:42
279,205646,847.64,Credit Card,11/19/2023 21:20
280,461478,426,Credit Card,4/16/2024 9:23
281,97341,83.19,PayPal,11/23/2023 8:37
282,417019,682.59,Credit Card,9/16/2023 10:28
283,979173,826.25,Bank Transfer,2/4/2024 17:59
284,454086,934.31,Bank Transfer,7/23/2023 18:09
285,61967,816.11,Bank Transfer,2/7/2024 5:44
286,932248,527.67,Bank Transfer,5/8/2024 1:23
287,97956,529.28,PayPal,1/9/2024 17:48
288,192923,996.03,Bank Transfer,8/18/2023 18:43
289,141174,662.83,Credit Card,8/11/2023 4:34
290,12516,67.38,Bank Transfer,11/16/2023 21:44
291,280535,461.62,Bank Transfer,8/9/2023 1:44
292,322037,743.22,Debit Card,6/8/2024 7:42
293,361761,810.62,Debit Card,2/20/2024 22:35
294,910164,555.55,Credit Card,4/7/2024 4:51
295,739416,209.34,PayPal,3/24/2024 17:40
296,488183,390.64,Credit Card,5/23/2024 11:45
297,984307,246.67,Bank Transfer,2/1/2024 13:01
298,175731,764.93,PayPal,11/14/2023 12:34
299,901988,421.79,PayPal,12/13/2023 11:23
300,106646,775.55,PayPal,5/16/2024 19:39
301,676356,710.95,Bank Transfer,2/5/2024 22:58
302,775961,956.75,Debit Card,9/12/2023 18:49
303,31617,765.48,Bank Transfer,12/4/2023 5:21
304,648626,678.54,PayPal,4/2/2024 16:47
305,187403,304.3,Debit Card,3/13/2024 0:27
306,417489,185.17,Credit Card,12/6/2023 6:30
307,53070,762.27,Credit Card,10/3/2023 22:57
308,444190,893.33,Bank Transfer,3/23/2024 23:42
309,455200,868.31,Debit Card,9/10/2023 4:13
310,287741,891.39,Credit Card,10/15/2023 21:41
311,722275,946.54,Credit Card,9/26/2023 0:41
312,495448,819.07,Debit Card,2/26/2024 21:15
313,499160,983.45,Debit Card,12/31/2023 11:48
314,911602,835.25,Credit Card,10/18/2023 15:22
315,44896,159.62,PayPal,6/21/2024 10:13
316,709435,75.37,Credit Card,3/27/2024 0:22
317,512565,734.52,PayPal,4/28/2024 16:53
318,5109,325.18,Credit Card,8/14/2023 2:37
319,526485,802.4,Bank Transfer,3/20/2024 16:28
320,231741,737.15,PayPal,10/27/2023 9:25
321,60410,57.92,Credit Card,1/29/2024 23:49
322,377889,81.86,Bank Transfer,7/24/2023 7:29
323,740606,935.54,Bank Transfer,3/3/2024 8:10
324,161196,890.1,Credit Card,3/15/2024 14:50
325,901963,394.15,Debit Card,1/24/2024 17:32
326,34187,771.3,PayPal,7/27/2023 21:16
327,905037,913.62,PayPal,12/2/2023 18:59
328,987717,231.36,Credit Card,12/10/2023 20:27
329,407335,99.3,Credit Card,8/7/2023 14:03
330,537083,841.95,Credit Card,8/16/2023 19:22
331,113321,242.34,Debit Card,12/12/2023 4:40
332,164812,74.78,Debit Card,7/5/2024 13:31
333,886739,504.12,Bank Transfer,11/16/2023 2:32
334,691407,468.71,Bank Transfer,11/5/2023 4:25
335,367114,338.84,PayPal,12/4/2023 7:42
336,133938,402.9,PayPal,3/18/2024 7:02
337,998959,577.03,Credit Card,3/4/2024 15:12
338,611518,324.21,PayPal,8/2/2023 16:54
339,115850,31.69,Debit Card,12/15/2023 14:47
340,730742,532.75,PayPal,10/6/2023 0:46
341,628816,734.18,Bank Transfer,8/19/2023 2:32
342,380539,391.68,Debit Card,11/5/2023 9:16
343,398242,828.52,Debit Card,5/5/2024 7:22
344,254154,792.23,Debit Card,6/11/2024 6:44
345,900932,945.25,PayPal,3/9/2024 1:03
346,445678,179.22,Bank Transfer,3/13/2024 6:14
347,430993,855.59,Debit Card,6/12/2024 21:18
348,25846,823.17,Credit Card,7/1/2024 19:20
349,55880,883.47,PayPal,12/31/2023 22:38
350,370800,643.52,Debit Card,11/24/2023 20:46
351,926297,808.26,Debit Card,2/4/2024 0:58
352,545903,58.37,Credit Card,4/5/2024 14:08
353,695176,281.78,PayPal,12/8/2023 4:23
354,481039,312.54,Debit Card,11/18/2023 16:25
355,794807,167.81,Credit Card,12/12/2023 8:00
356,390801,62.69,Debit Card,3/2/2024 7:18
357,719389,288.48,PayPal,1/4/2024 18:18
358,192606,600.2,Credit Card,2/22/2024 9:07
359,63462,189.66,Bank Transfer,1/11/2024 22:14
360,70941,684.2,Debit Card,10/15/2023 12:27
361,940719,112.23,Bank Transfer,8/4/2023 15:51
362,32445,645.72,Bank Transfer,5/27/2024 18:24
363,258335,808.81,Credit Card,12/5/2023 6:11
364,342663,399.33,PayPal,1/4/2024 10:44
365,970373,783.95,PayPal,6/9/2024 8:17
366,688147,921.76,Debit Card,11/2/2023 7:38
367,185491,168.23,PayPal,4/26/2024 11:39
368,552486,943.91,Debit Card,10/25/2023 8:19
369,277250,306.31,Credit Card,9/4/2023 5:15
370,198584,884.4,Debit Card,10/13/2023 3:50
371,707824,888.83,Bank Transfer,6/22/2024 7:45
372,495064,287.48,Debit Card,3/29/2024 0:45
373,874504,700.66,PayPal,2/6/2024 10:51
374,524933,973.69,Debit Card,4/27/2024 1:01
375,409829,969.94,PayPal,3/12/2024 10:38
376,875978,813.43,PayPal,1/17/2024 1:01
377,317250,890.61,PayPal,7/4/2024 2:44
378,276876,435.34,Credit Card,6/9/2024 3:28
379,30773,833.88,Credit Card,8/12/2023 5:49
380,673317,387.57,Bank Transfer,3/9/2024 22:56
381,449384,115.88,Bank Transfer,5/31/2024 13:00
382,884003,165.34,PayPal,12/15/2023 11:03
383,171354,837.87,PayPal,11/5/2023 20:20
384,95299,61.26,Bank Transfer,5/27/2024 12:39
385,854751,584.92,Bank Transfer,4/1/2024 13:58
386,726553,77.52,Credit Card,5/27/2024 15:28
387,580777,751.62,Bank Transfer,10/22/2023 12:56
388,311752,504,Credit Card,10/7/2023 13:39
389,962997,240.84,Debit Card,2/18/2024 4:28
390,719385,507.94,Bank Transfer,4/27/2024 6:19
391,650209,68.91,PayPal,1/19/2024 16:46
392,551706,457.32,PayPal,8/31/2023 13:20
393,491707,65.4,Bank Transfer,12/1/2023 23:07
394,75854,731.83,PayPal,11/9/2023 3:41
395,406700,450.58,Debit Card,6/30/2024 1:25
396,106736,105.41,Credit Card,3/30/2024 17:33
397,846010,853.16,Bank Transfer,1/13/2024 21:03
398,33375,27.53,PayPal,12/16/2023 5:07
399,116465,904.89,Debit Card,1/31/2024 18:44
400,758419,486.65,PayPal,12/11/2023 19:28
401,281084,890.61,Credit Card,11/19/2023 6:51
402,77127,665.58,PayPal,9/23/2023 17:26
403,840707,342.76,PayPal,7/26/2023 15:34
404,418646,272.25,Bank Transfer,3/10/2024 16:07
405,233477,913.98,Debit Card,3/30/2024 21:27
406,519651,100.2,Credit Card,2/8/2024 6:10
407,240888,958.58,Credit Card,1/4/2024 18:23
408,771010,967.01,Debit Card,9/2/2023 12:47
409,546418,494.18,Bank Transfer,10/14/2023 3:36
410,768412,905.55,Credit Card,8/1/2023 21:20
411,762671,220.67,Bank Transfer,11/22/2023 5:20
412,104006,555.41,Credit Card,2/13/2024 1:38
413,272699,40.5,Bank Transfer,12/6/2023 21:40
414,800072,289.08,Bank Transfer,11/13/2023 17:10
415,6082,568.42,PayPal,4/17/2024 9:25
416,794111,877.33,Bank Transfer,12/25/2023 17:28
417,799312,45.54,PayPal,6/2/2024 5:42
418,762225,274.39,Bank Transfer,1/21/2024 22:29
419,10943,154.48,Debit Card,5/12/2024 22:24
420,309711,886.11,PayPal,11/6/2023 5:50
421,939642,417.85,PayPal,12/24/2023 9:46
422,581563,78.05,PayPal,11/3/2023 0:07
423,594569,61.9,Credit Card,6/15/2024 5:51
424,290146,920.92,Bank Transfer,8/24/2023 16:01
425,411558,530.39,Bank Transfer,2/29/2024 14:06
426,566652,717.49,Bank Transfer,3/30/2024 2:32
427,455569,508.85,Bank Transfer,3/21/2024 23:43
428,301002,288.58,Debit Card,9/24/2023 7:35
429,438728,922.48,Bank Transfer,5/24/2024 19:26
430,492898,981.22,Debit Card,11/27/2023 4:08
431,281020,823.83,Bank Transfer,1/15/2024 3:50
432,399825,677.65,Debit Card,12/9/2023 11:49
433,457021,384.43,PayPal,2/29/2024 5:49
434,511139,246.88,PayPal,7/27/2023 23:39
435,889265,239.39,PayPal,9/12/2023 6:38
436,452446,440.03,PayPal,8/22/2023 4:50
437,176962,471.08,Debit Card,9/12/2023 8:37
438,317614,386.45,PayPal,9/5/2023 18:16
439,633413,10.63,Debit Card,5/30/2024 16:34
440,862192,350.3,Debit Card,3/10/2024 19:11
441,58648,399.52,PayPal,9/22/2023 10:55
442,93957,994.01,Bank Transfer,9/4/2023 18:24
443,750191,959.2,Bank Transfer,4/18/2024 15:40
444,600291,822.91,Credit Card,6/8/2024 0:35
445,417944,508.9,Bank Transfer,7/10/2024 0:05
446,841224,786.76,Credit Card,10/19/2023 8:31
447,350461,301.67,Bank Transfer,6/28/2024 17:36
448,694596,982.04,Bank Transfer,8/24/2023 2:13
449,866401,714.77,Debit Card,1/22/2024 23:04
450,78918,845.12,Bank Transfer,10/19/2023 20:59
451,965932,456.57,Debit Card,8/4/2023 9:02
452,84806,922.35,PayPal,4/9/2024 2:12
453,515031,770.98,Debit Card,10/21/2023 17:16
454,296517,410.94,Credit Card,12/1/2023 16:17
455,80284,945.65,Bank Transfer,1/20/2024 16:27
456,562289,846.41,Credit Card,7/29/2023 6:50
457,372883,232.59,Bank Transfer,6/6/2024 18:39
458,30071,527.75,Bank Transfer,3/21/2024 16:13
459,978565,57.7,Credit Card,5/12/2024 4:58
460,939205,591.24,Credit Card,12/19/2023 12:45
461,116177,202.72,PayPal,11/4/2023 3:11
462,141373,948.91,Debit Card,2/23/2024 8:10
463,179573,473.83,Debit Card,12/19/2023 2:09
464,396287,461.54,PayPal,11/6/2023 6:26
465,717604,433.74,Debit Card,7/26/2023 21:34
466,317875,153.45,PayPal,2/2/2024 6:17
467,713054,893.6,PayPal,2/12/2024 12:41
468,12093,327.76,Bank Transfer,5/13/2024 22:53
469,714930,729.94,Debit Card,7/27/2023 23:33
470,130303,314.75,Bank Transfer,7/26/2023 8:44
471,845430,584.88,Credit Card,2/7/2024 5:51
472,635106,959.21,Debit Card,1/29/2024 20:15
473,253809,743.04,PayPal,11/5/2023 18:16
474,490492,308.66,Bank Transfer,11/22/2023 11:37
475,582526,414.37,Credit Card,3/10/2024 4:29
476,758407,805.94,Debit Card,6/22/2024 15:46
477,399763,967.84,Debit Card,10/28/2023 16:45
478,438311,51.61,Bank Transfer,5/1/2024 12:40
479,731113,55.41,Bank Transfer,6/14/2024 0:07
480,50225,216.71,Debit Card,10/4/2023 4:53
481,497331,530.56,Credit Card,11/3/2023 3:10
482,744731,541.79,PayPal,9/28/2023 21:14
483,819323,736.96,Credit Card,8/3/2023 0:53
484,572678,938.4,PayPal,5/9/2024 11:07
485,650336,779.72,PayPal,1/25/2024 2:49
486,454157,927.4,PayPal,6/25/2024 10:33
487,808446,991.44,Bank Transfer,9/14/2023 18:03
488,668967,411.88,Credit Card,1/3/2024 16:57
489,214627,970.17,Debit Card,7/16/2024 14:04
490,422023,295.22,PayPal,10/3/2023 21:46
491,682789,304.74,Debit Card,11/10/2023 19:07
492,417316,400.67,Debit Card,4/23/2024 17:26
493,303473,589.59,Debit Card,10/14/2023 5:17
494,667607,249.5,Bank Transfer,3/17/2024 19:10
495,543257,597.06,Bank Transfer,5/31/2024 13:11
496,439051,349.27,PayPal,2/29/2024 15:06
497,967464,276.08,Debit Card,4/7/2024 11:06
498,270545,698.14,Debit Card,10/4/2023 0:26
499,366144,877.58,Bank Transfer,11/9/2023 5:07
500,686044,535.6,Credit Card,3/22/2024 2:35
501,638013,172.12,Credit Card,4/23/2024 9:23
502,571281,735.86,Bank Transfer,7/9/2024 13:49
503,434050,727.71,Debit Card,6/12/2024 1:51
504,670031,182.45,Credit Card,9/22/2023 23:16
505,843348,836.98,Credit Card,3/15/2024 3:17
506,90936,722.99,PayPal,3/15/2024 15:07
507,741157,549.5,Credit Card,11/24/2023 0:00
508,749322,632.94,PayPal,6/18/2024 14:48
509,328441,244.26,Credit Card,5/12/2024 6:25
510,530768,138.51,Bank Transfer,1/13/2024 3:21
511,550022,145.71,PayPal,7/9/2024 22:32
512,991530,372.08,Debit Card,5/1/2024 5:00
513,254691,369.85,Bank Transfer,9/17/2023 3:49
514,324691,155.59,Debit Card,4/24/2024 12:09
515,558612,984.87,Bank Transfer,11/22/2023 16:00
516,698158,654.42,Credit Card,1/17/2024 10:52
517,63554,832.68,Debit Card,12/22/2023 0:53
518,50835,768.02,Bank Transfer,3/19/2024 7:51
519,316383,108.9,Credit Card,4/21/2024 22:20
520,951395,464.4,Bank Transfer,7/23/2023 19:09
521,485372,828.78,Bank Transfer,11/25/2023 11:23
522,696721,964.89,Bank Transfer,1/8/2024 2:58
523,871974,760.9,PayPal,5/6/2024 23:35
524,756720,222.92,Debit Card,5/11/2024 14:02
525,499968,564.78,Bank Transfer,4/3/2024 8:53
526,805486,383.85,PayPal,8/16/2023 11:48
527,586014,625.07,Credit Card,3/12/2024 14:33
528,274921,845.72,Bank Transfer,8/3/2023 15:35
529,994290,513,Debit Card,10/11/2023 15:24
530,350829,12,Debit Card,12/27/2023 20:56
531,246316,570.73,Credit Card,5/5/2024 4:48
