sale_id,customer_id,product_id,quantity,timestamp
98,2481,890729,5,2024-07-08 14:58:19
99,139694,19777,2,2024-07-07 18:56:43
100,477191,516933,2,2023-09-21 04:02:20
101,796600,899471,2,2023-11-02 04:41:10
102,682601,341469,2,2024-07-20 12:47:11
103,947362,139340,4,2024-07-06 20:19:53
104,103469,742385,5,2024-05-08 22:59:33
105,623747,695385,1,2024-04-14 10:39:29
106,997007,694948,2,2024-06-13 11:46:46
107,359287,491298,4,2024-01-15 19:32:49
108,360397,866375,1,2023-10-04 18:05:53
109,768473,299132,5,2024-05-14 16:45:50
110,582503,115880,2,2023-07-31 14:50:37
111,946531,575343,2,2024-06-16 16:03:33
112,777818,789343,5,2023-07-25 03:45:09
113,713966,410546,5,2023-09-27 18:23:28
114,578376,614873,4,2023-09-09 22:16:33
115,755975,575129,1,2024-01-25 09:52:07
116,805649,81786,1,2024-07-01 14:45:53
117,315986,162928,1,2024-02-24 06:06:53
118,128636,514305,4,2024-02-21 08:46:39
119,741920,996723,5,2023-12-27 14:39:52
120,684067,199923,1,2023-10-21 10:48:00
121,385977,713036,2,2023-10-28 13:53:52
122,33790,493115,5,2023-10-25 13:21:22
123,807085,695979,1,2023-12-24 03:21:51
124,748891,809248,4,2023-11-03 07:39:06
125,704950,251891,2,2023-09-01 08:39:31
126,633504,523474,5,2023-09-14 08:14:27
127,394344,56817,2,2023-08-11 05:22:16
128,842218,366950,4,2024-06-18 23:31:55
129,405228,294447,4,2023-09-05 20:06:32
130,263012,350113,3,2023-12-14 06:26:31
131,238233,971282,3,2024-06-07 12:16:41
132,286119,101781,2,2023-12-10 17:30:18
133,215880,199566,1,2024-02-16 20:31:37
134,329570,299746,4,2024-02-19 15:39:30
135,211461,574830,2,2024-05-21 10:16:00
136,485871,138460,5,2023-09-26 12:51:05
137,662923,111826,5,2023-12-07 04:34:57
138,367337,534895,2,2024-02-16 05:49:49
139,234790,628002,3,2024-06-09 02:43:35
140,379786,886399,3,2023-11-25 07:06:51
141,729668,661745,5,2024-05-16 16:08:04
142,33795,674178,1,2023-12-29 01:22:58
143,315477,144167,3,2024-05-23 04:35:12
144,568402,889365,1,2024-07-13 08:45:06
145,856799,626784,2,2023-10-19 15:19:32
146,981372,526555,3,2024-03-12 06:15:19
147,831491,524179,5,2024-05-13 03:57:49
148,555594,661927,5,2024-03-20 11:09:12
149,646786,583496,5,2024-02-29 13:48:18
150,469131,408291,5,2023-11-27 21:25:05
151,255535,772826,2,2023-08-04 17:02:24
152,505677,866312,4,2024-06-14 22:35:14
153,440358,672473,4,2024-03-10 20:07:20
154,599280,192099,1,2024-01-18 05:59:45
155,17586,729253,2,2023-11-19 08:57:06
156,196629,33796,5,2024-04-28 06:08:02
157,423052,535180,4,2023-09-13 00:17:49
158,970140,989464,1,2023-08-01 10:09:37
159,461049,233608,2,2024-06-03 15:08:40
160,748528,30267,1,2024-07-02 06:57:20
161,976687,876812,4,2023-09-15 01:58:52
162,609181,450183,3,2023-10-05 15:59:03
163,63472,325519,1,2023-09-02 04:19:32
164,998769,326665,4,2024-04-06 04:30:34
165,866387,240014,4,2023-09-24 11:43:02
166,701353,389195,5,2024-03-01 23:35:44
167,534872,487955,2,2023-08-20 21:48:21
168,31400,204356,2,2024-05-10 21:20:00
169,183454,396645,5,2024-06-08 19:42:15
170,651916,843921,4,2024-07-06 12:38:49
171,620673,211132,2,2024-05-15 14:39:47
172,305123,40277,5,2024-02-28 23:36:25
173,663004,932286,4,2024-06-16 08:00:26
174,606655,512739,1,2024-03-31 09:26:42
175,144893,283474,4,2024-07-08 06:03:09
176,703571,181450,3,2023-08-17 15:23:40
177,822029,893689,1,2023-10-04 04:17:22
178,110781,296816,5,2023-12-18 15:09:49
179,46939,444663,5,2023-11-17 04:34:55
180,525171,45033,2,2023-09-22 05:43:17
181,655299,412626,3,2024-04-22 18:12:58
182,234829,918846,3,2024-04-15 11:22:36
183,623678,128909,1,2024-03-23 06:20:57
184,451944,579930,4,2023-09-03 04:23:18
185,816998,777872,4,2023-09-17 14:23:27
186,445359,777928,3,2023-08-19 03:29:03
187,371111,113056,2,2023-11-03 05:37:56
188,839259,407960,5,2023-10-24 14:35:00
189,264536,866991,4,2024-04-21 00:30:08
190,753415,968153,1,2024-05-13 01:30:54
191,677785,149684,3,2024-05-07 02:26:35
192,974374,850042,1,2023-08-09 05:02:14
193,946835,830776,2,2023-09-09 00:23:52
194,792291,895440,3,2024-07-03 10:37:58
195,182349,992093,5,2023-09-02 03:44:07
196,42999,463711,2,2024-06-13 10:08:27
197,618448,559380,1,2023-12-27 02:55:18
198,367376,632739,3,2024-05-25 14:59:14
199,555251,913860,5,2024-06-01 21:41:51
200,188752,303538,5,2024-06-17 21:15:38
201,650745,225452,2,2024-01-25 06:01:09
202,153391,327544,2,2023-09-08 16:33:03
203,456283,162880,5,2024-04-09 09:15:42
204,800161,320569,4,2024-03-30 07:46:47
205,113840,109410,2,2024-03-03 01:25:28
206,694619,368607,4,2024-05-15 17:23:13
207,767881,624564,2,2023-12-20 21:17:29
208,130130,689024,2,2024-04-12 01:32:23
209,137105,480001,2,2024-01-16 07:51:11
210,291990,255473,4,2023-09-10 03:04:27
211,400164,648082,2,2024-01-11 09:13:23
212,195090,962341,4,2024-04-07 07:26:24
213,197180,317431,3,2023-08-06 16:24:32
214,167878,80213,2,2023-10-27 00:00:05
215,317461,211568,4,2023-09-28 11:29:40
216,906357,71610,3,2024-04-14 00:17:12
217,292333,176621,1,2024-02-27 13:52:45
218,12209,908811,4,2024-02-13 23:46:41
219,201795,158386,4,2023-11-11 20:25:30
220,987062,492347,2,2024-05-23 01:45:20
221,10479,891641,3,2023-11-30 21:36:28
222,168212,819204,3,2024-02-13 01:34:58
223,63674,559353,2,2024-06-09 18:00:51
224,586040,442745,5,2023-12-06 15:57:13
225,975315,365231,3,2023-09-25 15:11:30
226,306007,414277,2,2024-05-18 06:05:13
227,638413,654685,1,2023-10-09 19:21:30
228,420856,170282,3,2024-02-14 12:56:06
229,427975,705027,5,2024-02-02 12:08:59
230,70380,938590,1,2023-08-04 11:38:05
231,808409,741320,4,2024-01-27 22:13:19
232,178534,978075,1,2024-06-01 02:10:46
233,273152,183348,2,2024-05-28 06:34:51
234,598532,981086,4,2023-08-23 21:34:57
235,701330,464998,4,2023-08-06 19:26:49
236,712345,869297,4,2023-10-15 07:03:38
237,580158,146923,2,2024-07-20 02:43:07
238,591269,85998,4,2024-05-25 09:39:12
239,895572,189828,3,2023-10-10 05:18:39
240,371042,358481,2,2024-04-18 09:18:23
241,967317,680230,4,2024-03-22 03:43:26
242,37540,877616,3,2023-08-07 16:33:35
243,651432,893429,4,2024-02-06 22:31:19
244,942437,29315,3,2024-01-14 15:54:40
245,383616,735221,2,2023-08-07 11:50:23
246,101003,621280,5,2024-04-13 19:42:50
247,896599,743205,1,2023-12-16 16:40:34
248,226370,822695,5,2024-04-18 09:56:27
249,26345,185035,1,2023-09-28 20:25:22
250,74477,459608,1,2024-05-27 10:31:18
251,638702,538834,2,2023-12-28 03:39:08
252,287646,983726,1,2023-12-28 12:37:01
253,903249,94299,4,2024-01-10 04:04:54
254,210533,97960,4,2024-06-20 00:25:33
255,985848,910992,4,2024-07-03 15:26:30
256,620634,568257,5,2023-11-16 23:46:15
257,495883,444837,5,2023-10-11 18:17:00
258,279407,141234,1,2024-06-20 04:40:53
259,342102,14996,1,2024-02-15 07:40:23
260,453998,562297,1,2023-11-29 13:40:00
261,664285,280261,2,2023-12-12 01:04:55
262,517308,720342,2,2024-04-20 04:49:53
263,590215,126693,3,2023-12-30 09:17:15
264,221998,296718,2,2024-03-26 23:44:35
265,301585,385779,3,2024-02-28 11:07:41
266,959791,927019,4,2023-09-06 13:23:41
267,384768,59919,4,2023-12-15 04:36:45
268,837997,377045,2,2023-07-30 13:18:27
269,260314,74711,2,2024-02-29 20:10:54
270,963862,216828,2,2024-02-09 02:48:17
271,511467,174381,5,2023-10-14 23:16:01
272,181160,384130,3,2024-05-27 12:12:56
273,662298,569566,1,2023-09-06 01:57:48
274,564842,165991,1,2024-01-22 01:17:48
275,298881,408225,3,2023-12-14 16:44:21
276,630672,54471,5,2023-09-07 07:19:07
277,185266,804081,5,2023-11-22 18:53:28
278,535151,126261,2,2024-04-05 07:28:52
279,107663,622364,1,2023-08-31 14:49:11
280,571202,655736,1,2024-03-23 15:26:20
281,290776,15029,1,2024-04-13 09:40:27
282,56248,792612,3,2023-08-18 01:21:48
283,947939,740013,5,2023-10-01 03:37:44
284,792799,503440,1,2023-10-30 17:51:57
285,89018,252667,2,2024-06-17 19:57:59
286,654446,613045,2,2024-04-14 23:01:12
287,337694,219477,2,2024-05-13 13:16:23
288,717470,753351,4,2023-10-21 17:15:20
289,769756,546139,2,2023-11-05 12:39:38
290,423851,678451,4,2024-04-12 00:22:49
291,997057,9117,4,2023-09-23 03:40:44
292,802769,996094,2,2023-09-10 07:55:47
293,516429,919003,3,2024-03-01 17:22:57
294,215068,358799,2,2023-07-30 21:06:52
295,954787,202331,4,2024-01-01 18:45:08
296,914112,708703,1,2024-05-31 00:17:00
297,442001,28385,1,2024-03-05 15:32:10
298,978356,8789,4,2024-01-09 05:45:40
299,374482,110264,5,2023-11-21 20:57:38
300,643753,673125,2,2023-11-23 07:12:23
301,316264,605388,2,2023-12-21 08:44:14
302,685303,288453,3,2024-03-19 11:26:49
303,118221,132566,5,2023-11-19 09:33:03
304,595784,475875,5,2024-02-20 22:22:27
305,468136,379206,5,2024-01-06 02:19:48
306,674640,781829,2,2024-03-03 09:39:44
307,313258,633164,4,2023-10-17 22:36:55
308,807481,84663,3,2023-08-02 08:33:12
309,189150,993021,5,2023-12-03 18:02:30
310,635085,253590,1,2024-05-13 15:29:19
311,975466,122518,2,2023-12-07 15:58:16
312,156369,10987,5,2023-09-12 13:06:53
313,374048,483667,1,2023-08-04 19:18:58
314,23681,965833,2,2024-02-13 08:29:29
315,173152,499470,4,2023-10-30 02:05:43
316,533296,237366,3,2024-06-29 21:56:18
317,369437,165315,2,2024-03-24 15:03:06
318,75870,404866,5,2024-07-05 12:45:51
319,570968,895987,3,2024-02-19 21:21:34
320,108834,111284,4,2023-10-09 20:02:49
321,987265,56815,2,2023-08-14 22:23:01
322,72279,206420,4,2024-06-29 21:05:17
323,388829,128088,2,2023-10-07 17:34:08
324,397577,668631,5,2024-05-30 17:46:23
325,995986,918872,2,2024-01-26 12:13:16
326,719870,119241,5,2024-04-19 21:57:12
327,786818,647553,3,2023-08-19 01:59:49
328,417561,215217,1,2024-07-08 20:12:52
329,727539,985547,2,2024-02-05 16:42:45
330,189941,832304,2,2023-10-10 16:22:52
331,217792,634672,3,2023-10-28 19:52:03
332,430808,608435,3,2024-05-24 21:00:10
333,785611,189936,1,2024-02-17 21:08:43
334,48939,784997,2,2024-02-13 17:24:37
335,769809,677296,4,2024-06-01 06:23:19
336,239013,86439,1,2023-09-26 19:53:52
337,536183,599543,4,2023-09-06 12:39:17
338,299848,664972,3,2024-07-07 01:40:50
339,201682,94780,4,2023-10-14 22:57:59
340,643780,685344,5,2024-06-09 14:36:25
341,737680,872422,5,2024-04-24 13:24:18
342,854824,560999,2,2024-01-24 03:10:09
343,270438,91148,4,2024-06-26 06:42:30
344,33449,448781,1,2023-11-07 12:28:27
345,658947,379958,4,2024-01-31 22:45:13
346,446962,430721,5,2023-08-30 07:56:41
347,512564,93549,4,2023-09-07 02:17:19
348,650228,610954,5,2024-02-07 02:57:32
349,366963,819855,1,2024-04-12 05:38:10
350,178132,538549,3,2024-06-25 04:19:38
351,540246,563954,3,2023-11-28 03:53:59
352,961242,900869,4,2024-05-05 11:32:09
353,296949,14668,2,2023-08-27 03:30:30
354,743338,185775,2,2024-01-20 22:15:07
355,274993,797526,1,2023-09-09 21:20:20
356,361574,692635,1,2023-08-23 02:56:59
357,276720,728,1,2024-05-21 12:33:49
358,469408,733827,1,2023-10-07 21:21:49
359,455510,663167,1,2024-04-22 06:49:50
360,941841,754475,1,2024-06-04 19:43:23
361,438402,240957,3,2024-07-20 07:05:00
362,236478,230630,1,2023-09-10 16:31:23
363,655455,288905,3,2024-04-27 10:00:59
364,711978,993954,5,2024-06-12 20:45:49
365,132162,740716,2,2024-03-07 03:21:16
366,867266,555917,1,2023-11-12 08:33:29
367,98908,953424,1,2024-05-28 21:31:45
368,706167,175418,3,2024-01-25 19:02:28
369,87132,313124,3,2023-11-28 10:52:59
370,638242,770223,5,2023-08-15 05:52:01
371,115377,21168,5,2024-01-13 01:20:10
372,72953,496595,2,2023-10-05 12:06:05
373,951327,449684,4,2024-04-17 18:25:29
374,507788,392569,4,2024-05-29 02:21:02
375,674126,889768,3,2024-03-25 07:43:39
376,401161,502908,4,2023-08-17 05:20:32
377,91878,981199,4,2024-07-13 10:00:01
378,865977,184202,4,2024-03-24 22:54:56
379,112762,14068,5,2024-04-08 20:30:39
380,166193,291357,5,2023-11-22 07:04:34
381,569614,125660,1,2023-09-13 17:16:26
382,972487,356473,3,2023-11-08 02:46:26
383,893516,218003,3,2023-09-14 01:12:05
384,742796,429635,2,2024-06-21 20:25:30
385,457032,88451,4,2024-01-01 18:52:42
386,962463,470482,5,2024-05-13 13:57:49
387,146728,739409,4,2024-04-05 05:53:48
388,353470,558596,4,2024-02-03 03:55:46
389,246343,656688,2,2024-01-07 14:36:03
390,887185,426826,4,2023-08-22 03:07:55
391,314497,683028,3,2024-04-09 23:43:07
392,292195,168584,2,2023-12-18 09:36:18
393,128718,949578,5,2023-07-28 20:46:33
394,708544,922074,3,2023-10-16 19:25:01
395,115352,712995,4,2024-04-16 17:20:55
396,444111,13800,4,2024-02-14 10:38:06
397,583434,164721,2,2024-01-22 13:49:25
398,986399,339787,2,2024-06-24 10:28:34
399,444121,336402,5,2024-01-18 20:21:07
400,158257,238379,1,2023-10-04 23:50:51
401,944602,226577,3,2024-07-20 23:21:34
402,764709,962858,5,2024-03-10 04:14:03
403,381049,317811,3,2023-08-06 00:20:42
404,823448,113314,2,2023-11-03 23:56:27
405,880130,674153,1,2024-02-14 11:45:54
406,319384,886258,3,2024-02-16 05:56:19
407,290859,695956,4,2023-08-11 17:22:46
408,556509,661277,3,2023-12-13 00:32:46
409,827090,944354,3,2024-01-21 15:14:34
410,129824,856020,4,2023-12-09 00:37:27
411,436091,548258,2,2024-05-15 23:14:54
412,782392,862827,2,2023-09-13 23:41:45
413,211314,134294,2,2024-07-03 14:44:36
414,260924,631247,4,2023-08-24 16:49:16
415,220514,838839,1,2023-10-21 01:11:06
416,944090,172035,5,2023-09-26 20:31:26
417,679271,256157,5,2023-12-27 15:43:01
418,639808,904417,2,2024-02-29 19:32:53
419,993035,398924,5,2023-08-28 03:00:28
420,425858,431551,3,2023-09-20 19:57:06
421,392689,344487,2,2024-06-24 20:46:39
422,307821,623927,1,2023-12-14 08:13:47
423,851181,439381,3,2023-12-28 05:11:25
424,917680,90484,1,2024-02-26 22:03:07
425,400578,344331,5,2024-05-15 07:29:57
426,379005,623156,5,2023-12-04 11:08:47
427,248459,651163,3,2024-07-21 03:27:22
428,94571,745481,4,2023-12-25 11:44:53
429,930497,516166,5,2024-06-13 13:40:58
430,644403,968127,2,2023-12-04 00:05:30
431,826008,328176,2,2024-01-10 16:42:11
432,483899,579620,1,2024-04-03 13:40:28
433,669958,393843,2,2024-07-04 06:32:46
434,560173,201148,3,2023-12-13 07:22:30
435,369660,40212,2,2024-04-12 05:51:38
436,857436,166152,2,2024-06-25 19:00:55
437,531640,357184,2,2023-11-29 20:36:41
438,519797,453431,1,2024-01-01 17:33:45
439,165182,351387,2,2024-04-17 19:01:07
440,539581,150808,4,2023-12-15 06:39:15
441,52704,262898,5,2024-02-12 19:18:00
442,292519,497252,3,2023-10-05 01:12:05
443,785439,540935,4,2024-06-03 18:08:55
444,428896,179278,3,2023-10-10 15:00:47
445,537579,82286,2,2024-07-15 05:21:40
446,259752,555028,3,2024-05-28 20:52:11
447,543296,705833,5,2024-02-18 01:46:03
448,854291,822591,5,2024-01-24 20:34:24
449,292064,271269,2,2024-05-26 16:10:25
450,786194,607699,5,2024-06-23 04:51:25
451,139586,515142,5,2023-10-21 06:39:03
452,795545,149215,4,2023-08-25 09:23:36
453,929646,102856,4,2023-09-05 17:46:51
454,438729,634022,4,2023-09-26 03:30:57
455,32264,981340,2,2024-05-31 20:55:03
456,295984,132952,2,2024-02-10 03:55:54
457,555031,880476,2,2024-02-09 05:01:36
458,908494,364143,2,2023-11-04 07:21:07
459,843747,337701,5,2024-02-10 00:33:51
460,288091,398550,5,2024-06-07 08:44:30
461,403517,852616,3,2024-04-09 19:22:31
462,669076,464079,1,2023-10-15 20:52:29
463,398577,456033,4,2024-05-10 05:38:55
464,896704,805247,2,2024-07-18 16:14:43
465,646985,903477,5,2023-10-10 01:50:42
466,98447,532235,5,2023-10-10 17:21:39
467,44388,974833,5,2024-07-10 04:30:49
468,718851,429144,5,2024-07-05 18:51:12
469,75865,959559,2,2023-11-17 20:54:57
470,771536,935278,5,2023-12-18 06:22:15
471,894838,519468,4,2024-03-29 09:36:09
472,882492,410842,3,2024-03-18 16:46:09
473,483765,212352,4,2024-04-16 10:29:46
474,365822,808818,5,2023-12-09 20:30:44
475,57634,538128,5,2024-02-21 08:34:04
476,328220,732350,3,2023-10-11 22:39:19
477,200968,628679,3,2024-01-19 06:27:40
478,454571,863520,2,2023-10-23 10:43:22
479,549941,634305,4,2024-05-06 09:35:24
480,645663,958830,4,2024-06-29 03:29:17
481,496768,930635,1,2024-06-20 16:39:42
482,718732,483073,5,2023-09-25 23:35:45
483,674488,483032,1,2024-06-25 09:45:48
484,573773,398535,4,2023-11-12 10:22:24
485,920593,915222,4,2023-10-26 18:31:52
486,793181,393922,5,2024-06-05 12:49:51
487,954462,705048,1,2023-10-19 21:55:22
488,864000,66031,1,2024-03-31 15:27:15
489,302044,725760,3,2024-02-01 10:09:09
490,905707,678835,4,2023-12-07 06:32:21
491,980862,882417,2,2024-04-06 23:52:28
492,868525,135213,5,2023-11-23 23:43:57
493,990733,546368,1,2024-04-28 05:34:52
494,336206,913019,5,2024-05-01 13:13:47
495,171978,504247,1,2024-05-05 21:35:27
496,724135,650981,3,2023-12-31 01:23:09
497,238486,171433,5,2024-03-27 06:46:08
498,852289,323603,2,2024-02-29 12:23:18
499,48417,959429,1,2023-12-12 14:23:03
500,515701,232853,5,2023-11-15 06:47:43
501,804874,10524,2,2023-08-02 02:03:57
502,746125,889686,2,2024-06-09 06:37:07
503,671014,824752,1,2023-08-21 18:45:55
504,842419,343866,3,2024-05-12 06:35:51
505,13711,66114,1,2024-05-31 23:00:55
506,777498,979440,4,2024-03-18 20:35:49
507,313935,870480,4,2023-09-05 20:29:47
508,529482,421770,3,2024-01-21 13:12:41
509,167157,774867,2,2023-12-26 07:00:25
510,840013,905602,5,2023-11-07 00:53:22
511,722193,356527,1,2023-08-27 23:19:39
512,610137,885967,2,2023-09-25 00:23:09
513,429164,272240,1,2023-08-07 12:17:43
514,665347,532294,2,2024-06-19 21:22:23
515,982147,182425,4,2023-11-04 00:34:51
516,68094,69376,4,2023-08-21 07:06:25
517,401008,759796,3,2023-12-18 09:50:20
518,156478,12457,3,2023-07-23 13:34:22
519,93479,874556,5,2023-08-12 17:57:08
520,498212,683592,5,2024-03-23 10:55:17
521,242444,701167,5,2023-08-18 05:04:13
522,870929,589336,3,2024-06-07 06:35:04
523,491678,340346,3,2024-01-31 07:05:21
524,2587,229448,4,2023-11-08 13:01:53
525,848113,190284,4,2024-03-08 23:40:49
526,171904,514708,1,2024-02-11 03:03:23
527,655042,530867,2,2024-03-09 03:48:59
528,977120,41226,1,2024-01-14 00:51:04
529,82236,95317,4,2023-07-24 23:58:00
530,435016,27447,2,2024-04-07 03:13:13
531,857961,617198,4,2024-07-19 14:38:35
532,336474,716886,1,2023-11-08 15:03:12
533,621843,960930,2,2023-10-20 07:14:39
534,986499,765004,1,2023-10-12 07:35:50
535,422004,334681,5,2024-06-18 14:08:19
536,455676,590033,4,2024-06-11 12:32:14
537,480095,598891,1,2023-08-15 08:54:20
538,365371,221369,4,2023-10-15 22:34:48
539,123160,915490,1,2024-02-12 11:34:19
540,380396,478435,4,2024-04-19 05:49:04
541,867395,375046,1,2024-06-23 11:14:38
542,366769,611850,4,2024-03-05 08:32:41
543,180520,423788,2,2024-04-21 11:54:41
544,853018,41542,4,2024-04-19 21:23:50
545,54808,574101,3,2024-01-12 08:46:38
546,667030,410327,3,2024-02-21 10:39:37
547,28932,976959,4,2024-07-18 13:43:11
548,523343,524692,5,2024-04-21 08:43:55
549,341914,561972,4,2024-01-03 22:28:54
550,248,388678,1,2024-01-05 14:55:27
551,171045,321334,1,2023-12-09 02:24:47
552,488448,82431,5,2023-10-05 12:18:43
553,783125,616813,3,2024-06-18 12:18:01
554,569963,41669,5,2024-02-06 13:17:28
555,477956,996624,1,2024-05-24 07:44:46
556,873907,437569,1,2024-05-24 08:56:21
557,657936,701785,5,2023-10-18 18:46:46
558,388811,358443,5,2024-02-06 11:11:02
559,584733,519417,1,2024-03-11 07:01:31
560,738011,946631,1,2023-09-04 04:35:26
561,965801,813912,1,2024-06-26 01:32:47
562,362990,676153,1,2024-02-04 02:59:16
563,45982,944457,2,2023-11-15 19:29:45
564,741260,593787,4,2024-03-02 21:05:35
565,977166,359009,2,2023-08-19 16:38:55
566,461799,184189,3,2023-12-27 18:37:51
567,24224,154628,1,2023-08-03 22:54:30
568,80440,218494,3,2024-03-21 21:58:10
569,367117,280059,4,2023-07-23 18:42:37
570,702527,738248,5,2023-08-05 12:18:27
571,809256,143184,1,2023-09-14 04:34:16
572,465622,171302,1,2023-10-02 16:37:28
573,200340,80227,4,2024-07-05 19:41:04
574,690013,130967,5,2024-05-09 09:48:40
575,94855,496743,4,2024-06-30 02:25:29
576,204619,957534,2,2024-01-21 17:58:39
577,837616,374798,2,2024-05-18 14:09:14
578,821129,262741,3,2023-12-30 07:29:18
579,222377,165882,3,2023-08-17 20:43:47
580,572893,674974,4,2024-05-27 21:57:37
581,232355,915122,5,2024-07-06 09:20:28
582,176411,961809,4,2023-11-15 13:33:46
583,986411,719352,4,2024-03-30 17:27:41
584,328556,76475,4,2024-06-17 09:08:34
585,996279,130963,1,2024-03-25 15:18:56
586,581437,296329,1,2023-12-23 10:56:34
587,106070,82848,2,2024-02-08 17:11:36
588,585950,830907,4,2023-07-25 02:04:36
589,666672,714558,4,2023-12-30 00:47:00
590,272345,102709,4,2024-05-19 10:39:16
591,233740,550051,1,2024-07-07 06:52:22
592,183671,489602,4,2024-04-27 09:48:33
593,543496,936614,5,2024-02-19 02:07:54
594,700997,287839,5,2023-10-10 23:59:18
595,600610,760283,5,2023-10-05 09:06:19
596,56064,273573,1,2023-08-14 01:32:15
597,437574,237414,3,2024-07-02 05:09:09
598,272037,793885,5,2023-12-09 10:22:00
599,103929,630520,3,2024-05-07 09:08:13
600,492787,121994,2,2024-01-13 05:01:44
601,837509,633999,4,2023-09-04 11:43:02
602,392606,150454,2,2024-05-09 21:15:17
603,227587,772866,2,2024-02-05 03:37:01
604,121908,942633,3,2024-03-08 20:31:03
605,477466,295587,5,2024-04-12 01:06:16
606,30291,61629,5,2024-05-16 13:30:32
