order_item_id,order_id,product_id,quantity,unit_price
492,789,442,4,79.51
493,371,717,1,94.51
494,427,523,5,80.58
495,730,715,2,34.66
496,297,54,4,52.19
497,936,430,3,48.51
498,66,275,5,14.48
499,437,886,2,10.94
500,2,842,4,58.48
501,482,642,1,98.77
502,923,954,1,54.26
503,182,966,2,67.14
504,514,496,2,17.58
505,804,28,1,71.59
506,243,985,3,68.41
507,210,87,5,48.39
508,550,797,5,19.67
509,491,543,2,26.54
510,844,485,3,66.47
511,965,276,4,64.51
512,393,99,5,21.95
513,745,79,3,78.11
514,465,175,2,63.45
515,275,748,1,81.0
516,277,658,4,21.9
517,696,918,3,72.29
518,873,711,1,21.64
519,488,677,5,93.78
520,846,40,4,85.67
521,354,168,3,85.28
522,474,554,2,84.48
523,307,809,5,61.22
524,934,906,1,90.44
525,569,839,1,59.43
526,372,478,3,39.25
527,530,584,2,79.74
528,533,6,5,68.17
529,534,294,4,15.41
530,511,785,4,50.94
531,809,562,4,84.17
532,195,968,1,23.67
533,773,537,2,33.87
534,65,694,3,20.82
535,459,420,2,75.98
536,887,531,3,38.1
537,549,793,1,30.49
538,976,989,2,54.9
539,77,495,2,67.79
540,396,347,4,32.17
541,514,485,5,45.17
542,112,86,3,84.55
543,493,169,1,31.77
544,20,35,1,10.3
545,842,580,2,63.41
546,943,62,1,66.04
547,674,609,5,57.48
548,636,604,2,56.0
549,149,277,5,28.26
550,753,65,4,50.41
551,443,968,4,79.29
552,245,532,1,56.0
553,200,599,3,60.1
554,781,380,3,46.63
555,499,48,3,52.44
556,637,289,4,32.32
557,943,724,4,71.59
558,526,238,4,69.61
559,107,249,4,68.29
560,133,855,5,48.73
561,767,769,1,49.32
562,751,788,3,50.21
563,751,648,5,28.15
564,242,544,2,40.08
565,248,236,1,20.75
566,701,885,4,46.35
567,579,88,4,13.91
568,194,466,1,30.32
569,178,952,2,42.83
570,471,456,3,71.44
571,465,711,2,22.72
572,770,170,3,94.67
573,369,871,5,99.73
574,916,473,4,50.36
575,552,127,5,90.42
576,395,776,4,44.08
577,639,785,5,27.54
578,635,531,1,31.69
579,7,356,3,71.06
580,983,283,5,45.61
581,310,544,1,77.6
582,415,897,5,21.82
583,97,204,4,24.67
584,743,488,2,40.69
585,559,615,4,66.65
586,362,633,2,68.11
587,466,379,2,84.46
588,500,611,4,54.47
589,666,110,5,46.81
590,894,26,3,29.09
591,102,717,4,94.33
592,333,998,3,69.78
593,67,193,2,72.2
594,285,197,2,74.45
595,831,760,1,94.29
596,900,802,3,23.52
597,558,854,3,55.86
598,41,546,4,53.81
599,105,774,2,42.2
600,117,550,4,54.85
601,792,834,3,55.68
602,838,703,2,64.07
603,71,452,5,69.12
604,641,904,3,88.85
605,526,703,2,49.01
606,297,383,5,16.73
607,212,962,5,45.16
608,719,903,4,48.02
609,856,193,5,14.05
610,956,854,2,35.15
611,448,169,1,35.08
612,221,444,4,75.02
613,794,310,2,87.14
614,543,908,2,65.8
615,906,630,2,75.27
616,290,380,5,66.73
617,611,44,2,19.21
618,979,441,5,30.96
619,244,965,2,91.76
620,869,351,4,95.52
621,448,548,2,52.62
622,785,368,2,36.94
623,36,628,4,57.69
624,203,399,4,94.39
625,619,413,5,86.55
626,983,837,4,12.13
627,331,522,4,32.3
628,99,358,5,29.87
629,312,135,5,78.1
630,528,837,3,68.58
631,967,867,5,23.25
632,558,15,4,73.29
633,10,281,3,14.54
634,925,316,3,75.96
635,396,516,3,48.73
636,71,845,2,61.46
637,675,624,3,18.84
638,316,637,5,65.89
639,813,151,5,24.94
640,658,884,2,25.03
641,405,924,5,65.44
642,9,583,3,72.11
643,233,494,3,11.05
644,401,946,1,90.87
645,717,972,1,17.2
646,495,980,4,20.95
647,850,583,4,21.46
648,645,551,5,20.71
649,212,70,1,80.91
650,829,298,2,73.86
651,160,710,3,73.7
652,266,419,4,74.94
653,70,225,5,74.26
654,149,442,5,57.41
655,82,348,3,51.46
656,74,211,3,59.83
657,699,669,3,31.55
658,201,435,1,52.44
659,875,761,3,46.31
660,908,382,3,77.02
661,458,495,4,74.22
662,118,629,4,38.42
663,423,390,4,27.46
664,467,855,4,35.06
665,867,236,5,47.83
666,701,940,5,95.52
667,481,117,3,43.59
668,983,293,3,23.83
669,777,852,2,61.54
670,502,910,1,68.76
671,876,857,4,37.81
672,862,111,1,63.78
673,904,77,2,90.16
674,262,319,2,52.81
675,253,478,1,83.93
676,865,439,5,86.75
677,366,690,2,78.99
678,576,595,2,18.81
679,393,837,4,96.18
680,874,283,3,74.13
681,892,80,1,40.78
682,45,489,2,15.47
683,612,771,4,18.1
684,84,919,3,60.17
685,532,575,5,58.42
686,78,506,4,79.93
687,224,18,3,67.41
688,176,754,4,65.14
689,244,48,3,87.06
690,286,688,4,52.06
691,580,350,2,38.26
692,640,293,5,18.78
693,295,501,5,38.89
694,521,578,1,23.18
695,182,878,4,45.16
696,817,17,1,83.82
697,434,558,1,61.86
698,523,230,5,35.94
699,519,366,3,90.14
700,661,215,4,52.9
701,36,113,1,94.18
702,549,845,4,21.37
703,737,443,3,36.37
704,301,342,3,80.92
705,254,537,2,16.25
706,552,276,1,75.94
707,150,139,4,90.0
708,932,588,1,74.42
709,183,81,4,31.64
710,647,590,2,45.62
711,635,89,2,60.35
712,456,684,4,91.91
713,581,809,3,74.31
714,940,778,1,25.82
715,850,298,2,18.48
716,1,109,1,41.62
717,428,874,4,13.69
718,575,983,1,33.54
719,734,791,3,47.25
720,445,542,1,97.64
721,192,424,3,42.18
722,384,6,5,89.3
723,854,537,1,86.7
724,555,211,4,88.19
725,302,455,1,26.55
726,395,687,5,60.28
727,84,316,2,95.65
728,337,348,2,52.35
729,669,704,3,38.7
730,670,306,2,61.0
731,703,339,5,12.25
732,253,768,1,78.19
733,663,345,1,37.84
734,256,262,5,53.43
735,608,400,4,97.78
736,2,277,2,61.87
737,685,830,3,28.96
738,710,159,3,27.0
739,757,414,5,68.75
740,135,642,4,78.27
741,11,43,1,86.52
742,880,25,2,54.05
743,676,869,3,66.96
744,582,715,4,85.22
745,154,705,2,73.46
746,541,120,4,50.36
747,411,232,5,39.3
748,303,898,2,25.21
749,836,166,5,24.02
750,984,300,5,97.74
751,47,377,3,94.03
752,812,490,3,20.37
753,645,309,3,37.38
754,139,612,2,72.58
755,929,100,1,61.91
756,645,420,5,81.42
757,646,551,5,47.59
758,872,198,3,32.07
759,995,393,2,62.53
760,691,59,5,61.49
761,178,897,3,23.92
762,327,96,2,66.61
763,517,329,1,94.37
764,287,812,1,95.74
765,537,60,4,74.88
766,427,238,4,57.7
767,704,497,4,70.46
768,374,584,4,35.83
769,253,487,5,81.5
770,916,170,1,61.89
771,283,2,1,31.49
772,212,432,1,54.89
773,581,934,1,32.15
774,559,587,2,68.79
775,774,666,1,81.2
776,876,622,4,62.25
777,48,702,4,64.13
778,54,331,4,62.07
779,882,148,5,41.17
780,254,15,5,36.99
781,244,970,1,17.94
782,83,540,1,80.29
783,896,783,5,22.71
784,273,586,2,28.49
785,524,171,5,89.44
786,742,384,4,16.72
787,403,948,4,31.01
788,68,178,4,65.45
789,799,176,5,59.79
790,625,279,1,66.4
791,134,28,2,90.18
792,336,41,3,48.97
793,272,95,2,64.61
794,696,301,2,44.21
795,959,657,3,84.45
796,69,382,3,18.83
797,492,651,1,75.89
798,34,828,4,45.85
799,921,441,5,38.33
800,310,672,5,27.04
801,986,192,1,78.71
802,281,230,2,52.75
803,802,602,4,53.33
804,19,760,3,11.28
805,756,580,2,97.29
806,442,511,3,21.83
807,40,981,4,75.29
808,979,137,4,49.09
809,677,447,4,47.83
810,648,718,1,35.35
811,848,273,5,24.15
812,340,466,4,85.47
813,218,506,2,38.28
814,668,26,1,32.69
815,599,52,3,12.74
816,163,971,5,43.01
817,406,578,3,54.93
818,903,544,2,99.05
819,767,948,1,52.88
820,629,435,5,96.56
821,737,1,5,63.01
822,457,138,3,86.79
823,321,928,1,14.91
824,933,786,3,86.28
825,194,31,3,91.46
826,794,308,4,77.86
827,465,1000,4,41.0
828,889,791,2,63.07
829,147,91,2,47.92
830,776,562,4,25.87
831,490,795,1,39.04
832,382,465,2,11.91
833,973,506,1,69.33
834,602,5,1,38.36
835,659,142,4,40.18
836,234,293,1,25.38
837,588,906,4,66.66
838,488,808,1,45.76
839,24,36,3,59.92
840,570,313,1,97.69
841,931,25,1,78.21
842,253,105,4,66.71
843,441,429,4,33.23
844,580,279,5,71.84
845,583,625,5,96.81
846,527,153,3,77.4
847,238,636,1,88.71
848,28,659,2,36.71
849,938,482,5,86.78
850,696,295,4,47.53
851,456,452,2,51.06
852,663,304,2,77.94
853,993,282,3,69.63
854,487,63,3,86.01
855,231,483,3,65.56
856,961,147,5,92.46
857,820,101,1,38.09
858,289,813,5,75.21
859,167,989,1,74.04
860,490,289,1,35.66
861,997,207,4,29.03
862,958,725,3,78.52
863,421,739,2,29.22
864,462,46,3,15.84
865,182,667,4,55.97
866,892,21,5,93.45
867,683,315,4,21.18
868,762,62,5,79.89
869,702,819,3,12.04
870,476,503,5,17.07
871,15,610,2,28.46
872,874,166,4,69.51
873,97,41,4,63.44
874,559,404,2,46.06
875,760,820,3,46.76
876,989,845,3,55.6
877,913,874,1,51.37
878,314,542,1,14.09
879,207,667,2,80.99
880,541,48,5,84.59
881,783,939,2,41.55
882,116,224,5,91.86
883,761,562,2,35.7
884,90,861,2,84.31
885,791,459,5,45.03
886,519,102,3,82.99
887,986,603,3,77.52
888,179,302,3,70.1
889,306,649,1,75.2
890,145,237,5,43.2
891,813,314,2,37.23
892,670,17,1,30.08
893,880,14,1,24.61
894,202,142,5,28.06
895,800,193,2,29.09
896,730,836,3,95.85
897,458,578,4,30.18
898,720,666,5,73.38
899,199,671,2,92.02
900,723,5,2,79.93
901,742,305,5,48.48
902,134,951,5,10.31
903,246,817,5,93.39
904,164,473,3,25.36
905,715,776,3,21.43
906,236,730,1,37.23
907,473,618,3,93.27
908,17,789,2,85.11
909,514,149,2,39.24
910,68,355,3,25.0
911,399,796,2,81.23
912,890,138,4,13.48
913,344,258,3,99.29
914,482,746,3,74.79
915,449,47,4,62.11
916,438,523,2,82.17
917,679,469,3,80.84
918,30,127,2,34.43
919,196,255,3,13.65
920,273,329,4,14.86
921,484,778,4,57.89
922,43,169,4,98.25
923,332,218,1,35.82
924,928,103,4,60.49
925,793,533,3,40.28
926,970,739,1,60.07
927,152,142,2,90.75
928,783,599,1,90.46
929,460,322,2,56.73
930,934,498,1,58.52
931,708,604,2,66.44
932,162,770,4,10.06
933,655,43,5,69.61
934,516,825,1,28.81
935,14,263,5,89.55
936,39,1,5,40.93
937,590,532,5,14.08
938,718,496,2,67.65
939,829,440,3,90.23
940,681,918,3,90.62
941,992,983,2,94.35
942,72,812,5,95.66
943,19,209,2,48.47
944,121,302,5,66.29
945,120,905,3,70.82
946,919,345,4,67.79
947,505,228,3,39.86
948,637,529,4,36.99
949,749,469,5,75.12
950,632,740,1,59.57
951,25,142,3,86.75
952,853,442,5,33.84
953,925,167,2,96.01
954,500,714,5,56.8
955,80,751,3,40.68
956,353,578,2,50.83
957,38,981,1,13.22
958,896,405,2,52.67
959,720,112,1,78.71
960,68,503,5,70.46
961,474,838,4,32.0
962,914,767,4,36.84
963,493,453,1,61.01
964,379,479,4,94.42
965,810,666,3,27.01
966,405,516,3,43.88
967,10,242,5,62.31
968,764,71,5,98.67
969,678,909,2,12.74
970,969,156,4,19.16
971,310,338,1,38.81
972,91,985,1,41.58
973,579,52,2,99.9
974,26,894,3,75.05
975,575,938,2,83.6
976,31,778,3,32.59
977,851,701,1,88.71
978,223,364,1,14.51
979,59,669,5,21.31
980,609,586,3,79.78
981,290,919,1,66.52
982,320,628,2,74.05
983,54,61,5,33.14
984,559,920,5,40.09
985,718,558,2,11.11
986,419,351,4,14.68
987,467,842,4,71.94
988,746,783,2,84.5
989,607,959,1,32.68
990,948,222,4,25.55
991,904,99,1,51.24
992,426,703,2,63.5
993,814,198,5,62.57
994,225,774,2,67.67
995,377,588,5,95.78
996,883,87,5,44.94
997,764,303,1,70.95
998,110,795,3,44.02
999,186,789,3,12.68
1000,777,947,1,20.8
1001,682,894,4,81.23
1002,125,717,4,74.2
1003,848,238,4,31.47
1004,916,825,1,77.72
1005,607,503,5,42.58
1006,832,683,5,24.87
1007,781,73,5,43.73
1008,705,233,2,21.85
1009,231,435,4,87.59
1010,445,653,5,39.17
1011,491,990,4,80.2
1012,927,657,3,68.33
1013,927,168,1,23.37
1014,809,732,4,99.7
1015,64,833,1,11.22
1016,894,716,4,12.33
1017,486,119,2,86.8
1018,189,455,2,12.14
1019,32,808,5,90.18
1020,628,806,4,86.97
1021,940,864,2,75.49
1022,376,925,2,61.81
1023,554,649,3,34.85
1024,702,648,3,40.04
1025,344,981,4,44.97
1026,976,320,5,92.43
1027,596,321,1,13.28
1028,446,373,3,11.98
1029,419,827,5,25.97
1030,246,588,4,74.36
1031,444,509,4,33.3
1032,325,903,5,75.32
1033,397,272,5,73.67
1034,810,842,2,10.48
1035,36,612,4,11.43
1036,159,15,2,75.8
1037,529,731,2,51.02
1038,864,663,2,57.09
1039,974,687,3,34.36
1040,78,982,1,37.83
1041,314,743,2,56.84
1042,203,356,2,59.58
1043,774,526,3,87.3
1044,208,111,2,94.78
1045,403,57,2,48.79
1046,167,700,5,59.63
1047,297,370,4,29.53
1048,272,239,5,52.67
1049,596,970,5,56.68
1050,846,199,5,44.81
1051,860,519,4,17.44
1052,591,683,2,69.19
1053,522,718,5,47.9
1054,779,640,5,49.81
1055,844,730,2,11.21
1056,483,989,1,52.46
1057,213,693,1,41.96
1058,940,535,2,71.26
1059,873,128,5,24.77
1060,693,834,5,10.71
1061,997,857,3,79.3
1062,30,960,5,32.82
1063,57,553,2,17.04
1064,219,235,3,62.73
1065,581,77,1,35.39
1066,914,43,4,71.21
1067,91,723,2,89.88
1068,97,870,3,14.32
1069,689,181,2,18.04
1070,382,273,1,29.88
1071,30,498,3,78.14
1072,198,947,5,37.85
1073,178,353,5,76.99
1074,752,886,5,42.07
1075,244,516,4,82.42
1076,265,406,1,86.42
1077,136,559,5,95.28
1078,158,79,5,30.21
1079,93,665,5,69.48
1080,305,612,5,62.25
1081,90,196,1,43.69
1082,241,820,2,44.41
1083,902,493,3,76.66
1084,495,83,1,21.11
1085,730,607,4,27.09
1086,647,561,5,15.46
1087,607,449,5,59.82
1088,604,740,5,79.42
1089,737,198,5,42.24
1090,611,873,5,44.56
1091,348,857,4,40.54
1092,166,101,2,41.39
1093,776,991,3,99.12
1094,119,415,1,44.33
1095,5,282,5,99.21
1096,774,239,3,66.53
1097,227,125,1,48.68
1098,819,966,3,58.35
1099,342,641,1,29.08
1100,178,350,4,38.41
1101,919,117,3,80.84
1102,653,547,1,76.88
1103,592,698,2,10.72
1104,312,407,4,98.62
1105,636,393,4,89.16
1106,219,980,3,16.59
1107,993,990,3,79.69
1108,19,339,2,71.64
1109,710,466,3,34.61
1110,84,725,3,54.08
1111,155,746,4,19.37
1112,584,164,1,29.48
1113,332,303,2,83.45
1114,338,284,4,39.09
1115,351,471,1,14.6
1116,856,523,2,97.42
1117,347,942,4,35.09
1118,311,956,4,18.38
1119,629,67,3,81.37
1120,894,923,4,64.93
1121,834,275,5,65.49
1122,37,717,2,80.73
1123,442,415,3,35.1
1124,169,368,2,41.21
1125,302,333,2,14.4
1126,801,781,3,66.04
1127,439,561,3,19.92
1128,522,402,3,20.68
1129,811,979,3,62.91
1130,881,960,4,92.4
1131,635,914,4,73.21
1132,99,181,4,43.3
1133,771,623,1,74.07
1134,253,691,3,10.17
1135,582,311,4,83.38
1136,33,131,4,79.75
1137,461,823,3,17.02
1138,909,601,3,20.53
1139,139,376,4,98.2
1140,974,811,3,47.68
1141,636,402,1,28.47
1142,734,570,2,78.33
1143,827,337,2,38.12
1144,95,121,2,12.28
1145,803,699,4,66.46
1146,483,514,3,52.31
1147,352,733,3,65.4
1148,245,104,2,53.33
1149,424,141,2,67.19
1150,836,749,2,99.07
